P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
W-DHA-44-040,Pakuwa,Parbat,Western,0.0,0.002,0.6362599771949828,0.248,0.41608876560332864,0.01434426229508197,0.014560000000000002,Lowest
W-LUM-49-005,Bagaha,Rupandehi,Western,0.003,0.005000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.0430327868852459,0.04236,Low
C-JAN-21-007,Bhujee,Ramechhap,Central,0.006,0.002,0.6830102622576968,0.606,0.6920943134535368,0.0430327868852459,0.0429,Low
C-JAN-19-075,Parsa,Sarlahi,Central,0.022000000000000002,0.006,0.346636259977195,0.835,0.6463245492371705,0.09221311475409837,0.09190000000000001,Medium-Low
E-SAG-12-046,Serna,Okhaldhunga,Eastern,0.001,0.001,0.5758266818700113,0.5830000000000001,0.610263522884882,0.018442622950819672,0.01804,Lowest
W-LUM-50-029,Gotihawa,Kapilbastu,Western,0.001,0.005000000000000001,0.6465222348916762,0.664,0.710124826629681,0.03278688524590164,0.03261,Low
C-NAR-33-007,BadakiFulbariya,Bara,Central,0.009,0.007000000000000001,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.06967213114754099,0.06949999999999999,Medium-Low
E-KOS-10-007,Bhaisipankha,Bhojpur,Eastern,0.0,0.002,0.39908779931584953,0.505,0.44937586685159503,0.012295081967213115,0.01225,Lowest
C-JAN-19-023,Chhatona,Sarlahi,Central,0.010000000000000002,0.003,0.346636259977195,0.835,0.6463245492371705,0.05737704918032788,0.05721000000000001,Low
W-LUM-48-006,Banjariya,Nawalparasi,Western,0.004,0.008,0.5062713797035348,0.351,0.40776699029126207,0.04918032786885246,0.04873,Low
C-BAG-28-050,Samundratar,Nuwakot,Central,0.065,0.002,0.540478905359179,0.585,0.5908460471567267,0.08811475409836066,0.08793000000000001,Medium-Low
E-SAG-14-022,Lekhgaun,Udayapur,Eastern,0.0,0.002,0.15849486887115166,0.404,0.23300970873786403,0.01434426229508197,0.01515,Lowest
E-KOS-10-043,Nepaledada,Bhojpur,Eastern,0.0,0.004,0.39908779931584953,0.505,0.44937586685159503,0.01434426229508197,0.01478,Lowest
E-MEC-03-006,Chulachuli,Ilam,Eastern,0.0,0.018,0.1459521094640821,0.319,0.1664355062413314,0.022540983606557378,0.022940000000000002,Lowest
W-LUM-46-049,Jayakhani,Gulmi,Western,0.0,0.001,0.6351197263397947,0.333,0.47434119278779474,0.010245901639344263,0.010920000000000001,Lowest
E-MEC-03-044,ShreeAntu,Ilam,Eastern,0.0,0.005000000000000001,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
M-RAP-56-013,Halwar,Dang,Mid-Western,0.0,0.010000000000000002,0.483466362599772,0.562,0.5395284327323161,0.018442622950819672,0.01909,Lowest
C-NAR-33-046,Jhitakaiya(Uttar),Bara,Central,0.013000000000000001,0.007000000000000001,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.07581967213114754,0.07661000000000001,Medium-Low
W-GAN-36-042,Manbu,Gorkha,Western,0.083,0.006,0.6009122006841505,0.521,0.5839112343966713,0.13729508196721313,0.13688,Medium-High
W-LUM-51-018,Hansapur,Arghakhanchi,Western,0.0,0.008,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
C-JAN-19-065,Manpur,Sarlahi,Central,0.019000000000000003,0.009,0.346636259977195,0.835,0.6463245492371705,0.09836065573770492,0.09791,Medium-Low
C-BAG-29-009,Dhaibung,Rasuwa,Central,0.08100000000000002,0.005000000000000001,0.4891676168757127,0.786,0.6990291262135923,0.13319672131147542,0.13269,Medium-High
W-GAN-36-019,Dhawa,Gorkha,Western,0.194,0.004,0.6009122006841505,0.521,0.5839112343966713,0.15368852459016394,0.15287,Medium-High
M-BHE-59-051,Uttarganga,Surkhet,Mid-Western,0.0,0.018,0.5233751425313569,0.269,0.36199722607489604,0.0,0.0,Lowest
C-BAG-24-055,MahendraJyoti,Kavrepalanchok,Central,0.42000000000000004,0.003,0.6031927023945267,0.331,0.4521497919556171,0.18237704918032788,0.18351,High
E-SAG-15-109,Sitapur,Saptari,Eastern,0.001,0.004,0.0,0.667,0.319001386962552,0.026639344262295084,0.02693,Low
W-DHA-43-016,HisthanMandali,Myagdi,Western,0.0,0.002,0.03762827822120868,0.269,0.06657420249653256,0.00819672131147541,0.00904,Lowest
C-JAN-18-014,Bhatauliya,Mahottari,Central,0.010000000000000002,0.005000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.06557377049180328,0.06502000000000001,Medium-Low
E-SAG-12-055,Ubu,Okhaldhunga,Eastern,0.001,0.003,0.5758266818700113,0.5830000000000001,0.610263522884882,0.026639344262295084,0.026029999999999998,Low
W-DHA-43-020,Kuinemangale,Myagdi,Western,0.0,0.001,0.03762827822120868,0.269,0.06657420249653256,0.00819672131147541,0.00882,Lowest
C-BAG-23-063,SipalKavre,Sindhupalchok,Central,0.134,0.004,0.6476624857468642,0.657,0.7059639389736476,0.14549180327868852,0.14468,Medium-High
E-SAG-11-026,NechaBedghari,Solukhumbu,Eastern,0.0,0.004,0.08437856328392246,0.30600000000000005,0.11927877947295418,0.01639344262295082,0.015790000000000002,Lowest
C-JAN-21-044,Rakathum,Ramechhap,Central,0.198,0.004,0.6830102622576968,0.606,0.6920943134535368,0.15778688524590165,0.15838000000000002,Medium-High
M-RAP-55-030,Lekhpokhara,Salyan,Mid-Western,0.0,0.004,0.5940706955530217,0.735,0.7267683772538142,0.00819672131147541,0.00816,Lowest
W-LUM-49-070,ThumhawaPiprahawa,Rupandehi,Western,0.002,0.005000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.034836065573770496,0.03553,Low
C-BAG-24-038,KanpurKalapani,Kavrepalanchok,Central,0.207,0.004,0.6031927023945267,0.331,0.4521497919556171,0.15778688524590165,0.15764,Medium-High
C-JAN-18-039,KisanNagar,Mahottari,Central,0.021,0.008,0.3603192702394527,0.862,0.6740638002773925,0.09836065573770492,0.09892000000000001,Medium-Low
E-MEC-04-046,Sharanamati,Jhapa,Eastern,0.0,0.015,0.05017103762827824,0.16200000000000003,0.0,0.0,0.0,Lowest
C-BAG-24-060,Milche,Kavrepalanchok,Central,0.35800000000000004,0.003,0.6031927023945267,0.331,0.4521497919556171,0.1598360655737705,0.16079000000000002,Medium-High
F-MAH-72-003,Chandani,Kanchanpur,Far-Western,0.0,0.020000000000000004,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
C-BAG-27-001,Aalapot,Kathmandu,Central,0.134,0.003,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.125,0.12596000000000002,Medium-High
E-KOS-06-046,Sahebgunj,Sunsari,Eastern,0.001,0.004,0.44127708095781076,0.606,0.5450762829403606,0.026639344262295084,0.02694,Low
F-SET-67-001,Atichaur,Bajura,Far-Western,0.0,0.004,0.7879133409350056,0.8800000000000001,0.9459084604715672,0.0,0.0,Lowest
M-RAP-53-033,Mijhing,Rolpa,Mid-Western,0.0,0.008,0.6921322690992018,0.674,0.7447988904299584,0.01434426229508197,0.014480000000000002,Lowest
W-GAN-38-025,Kanhushivapur,Tanahu,Western,0.020000000000000004,0.007000000000000001,0.5997719498289624,0.404,0.5020804438280166,0.0860655737704918,0.08712,Medium-Low
E-SAG-15-007,Banainiya,Saptari,Eastern,0.002,0.004,0.0,0.667,0.319001386962552,0.030737704918032786,0.03126,Low
F-SET-70-037,Mudabhara,Doti,Far-Western,0.0,0.005000000000000001,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
E-MEC-03-045,Siddhithumka,Ilam,Eastern,0.0,0.004,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
E-SAG-15-037,Fakira,Saptari,Eastern,0.002,0.006,0.0,0.667,0.319001386962552,0.034836065573770496,0.03443,Low
M-RAP-53-021,Jedwang,Rolpa,Mid-Western,0.0,0.004,0.6921322690992018,0.674,0.7447988904299584,0.010245901639344263,0.010100000000000001,Lowest
C-JAN-21-022,GunsiBhadaure,Ramechhap,Central,0.15100000000000002,0.005000000000000001,0.6830102622576968,0.606,0.6920943134535368,0.1598360655737705,0.16053,Medium-High
C-JAN-22-035,Lapilang,Dolakha,Central,0.05600000000000001,0.005000000000000001,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.11680327868852458,0.11792000000000001,Medium-High
C-JAN-18-066,Sarpallo,Mahottari,Central,0.015,0.010000000000000002,0.3603192702394527,0.862,0.6740638002773925,0.09426229508196722,0.09484000000000001,Medium-Low
C-BAG-27-034,Lapsephedi,Kathmandu,Central,0.129,0.006,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.14959016393442623,0.15071,Medium-High
C-NAR-33-078,PipraBasantapur,Bara,Central,0.013000000000000001,0.004,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.06762295081967214,0.06709000000000001,Medium-Low
E-SAG-12-034,Palapu,Okhaldhunga,Eastern,0.004,0.005000000000000001,0.5758266818700113,0.5830000000000001,0.610263522884882,0.04918032786885246,0.049460000000000004,Low
F-MAH-72-016,RauteliBichawa,Kanchanpur,Far-Western,0.0,0.004,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
C-BAG-27-016,Dhapasi,Kathmandu,Central,0.17400000000000002,0.032,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.29508196721311475,0.29542,High
F-SET-67-014,Jayabageswori,Bajura,Far-Western,0.0,0.003,0.7879133409350056,0.8800000000000001,0.9459084604715672,0.0,0.0,Lowest
E-KOS-08-005,Chuhandanda,Terhathum,Eastern,0.0,0.004,0.3888255416191562,0.504,0.44244105409153944,0.010245901639344263,0.01117,Lowest
F-MAH-73-017,Mashtamandau,Dadeldhura,Far-Western,0.0,0.004,0.789053591790194,0.589,0.7447988904299584,0.0,0.0,Lowest
C-BAG-23-074,Thokarpa,Sindhupalchok,Central,0.10800000000000001,0.004,0.6476624857468642,0.657,0.7059639389736476,0.1413934426229508,0.14092000000000002,Medium-High
C-JAN-20-006,Bastipur,Sindhuli,Central,0.325,0.003,0.4583808437856329,0.655,0.5894590846047156,0.1721311475409836,0.17231000000000002,High
C-NAR-32-026,FatuhaMaheshpur,Rautahat,Central,0.010000000000000002,0.005000000000000001,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.06352459016393443,0.06408000000000001,Medium-Low
W-LUM-47-055,Rupse,Palpa,Western,0.0,0.002,0.4732041049030787,0.266,0.32871012482662965,0.01434426229508197,0.014870000000000001,Lowest
E-KOS-06-027,ItahariN. P.,Sunsari,Eastern,0.001,0.07600000000000001,0.44127708095781076,0.606,0.5450762829403606,0.06762295081967214,0.0679,Medium-Low
M-BHE-59-032,Lekhgaun,Surkhet,Mid-Western,0.0,0.005000000000000001,0.5233751425313569,0.269,0.36199722607489604,0.0,0.0,Lowest
C-NAR-33-032,DharmaNagar,Bara,Central,0.009,0.005000000000000001,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.06352459016393443,0.06441000000000001,Medium-Low
E-MEC-01-005,Dhungesaghu,Taplejung,Eastern,0.0,0.004,0.33637400228050174,0.303,0.27184466019417475,0.010245901639344263,0.010050000000000002,Lowest
C-BAG-28-007,Bhalche,Nuwakot,Central,0.071,0.004,0.540478905359179,0.585,0.5908460471567267,0.10860655737704919,0.1089,Medium-High
E-SAG-16-041,Hakpara,Siraha,Eastern,0.005000000000000001,0.004,0.21550741163055875,0.797,0.5409153952843272,0.04918032786885246,0.04864,Low
C-BAG-30-038,ReeGaun,Dhading,Central,0.08800000000000001,0.006,0.6442417331813,0.515,0.6061026352288488,0.13729508196721313,0.13642,Medium-High
C-NAR-33-080,Prasauni,Bara,Central,0.011000000000000001,0.009,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.0778688524590164,0.07805000000000001,Medium-Low
W-DHA-45-009,Bhimpokhara,Baglung,Western,0.0,0.004,0.8129988597491449,0.476,0.680998613037448,0.012295081967213115,0.013070000000000002,Lowest
M-RAP-53-034,Nuwagaun,Rolpa,Mid-Western,0.0,0.005000000000000001,0.6921322690992018,0.674,0.7447988904299584,0.012295081967213115,0.01319,Lowest
C-NAR-32-029,GamhariyaBirta,Rautahat,Central,0.019000000000000003,0.008,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.09631147540983606,0.09621,Medium-Low
C-NAR-32-070,PiparaPokhariya,Rautahat,Central,0.017,0.007000000000000001,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.0860655737704918,0.08619,Medium-Low
W-LUM-49-038,Lumbini,Rupandehi,Western,0.002,0.011000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.045081967213114756,0.0459,Low
C-JAN-20-021,JhangajholiRalmata,Sindhuli,Central,0.229,0.005000000000000001,0.4583808437856329,0.655,0.5894590846047156,0.18442622950819673,0.18501,High
C-BAG-28-054,Sunkhani,Nuwakot,Central,0.097,0.003,0.540478905359179,0.585,0.5908460471567267,0.10655737704918034,0.10723,Medium-Low
C-JAN-19-028,Dhurkauli,Sarlahi,Central,0.057999999999999996,0.010000000000000002,0.346636259977195,0.835,0.6463245492371705,0.14549180327868852,0.14535,Medium-High
C-NAR-32-024,Dumariya(Matiauna),Rautahat,Central,0.028000000000000004,0.016,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.13729508196721313,0.13793,Medium-High
E-KOS-07-013,Danda Bazar,Dhankuta,Eastern,0.0,0.003,0.33067274800456103,0.338,0.2912621359223301,0.00819672131147541,0.00871,Lowest
E-KOS-05-048,Rajghat,Morang,Eastern,0.001,0.013000000000000001,0.44811858608893956,0.877,0.7364771151178917,0.034836065573770496,0.03402,Low
M-BHE-57-038,Radhapur,Banke,Mid-Western,0.0,0.004,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.0,0.0,Lowest
C-JAN-19-094,Sisotiya,Sarlahi,Central,0.017,0.010000000000000002,0.346636259977195,0.835,0.6463245492371705,0.09836065573770492,0.09757,Medium-Low
C-NAR-33-027,Buniyad,Bara,Central,0.012,0.006,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.07172131147540983,0.07202,Medium-Low
W-LUM-46-058,Marbhung,Gulmi,Western,0.0,0.004,0.6351197263397947,0.333,0.47434119278779474,0.012295081967213115,0.01331,Lowest
F-SET-69-020,Devisthan,Achham,Far-Western,0.0,0.002,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
W-GAN-40-015,Hemja,Kaski,Western,0.002,0.013000000000000001,0.7149372862029648,0.0,0.2912621359223301,0.045081967213114756,0.04437,Low
F-MAH-73-020,Samejee,Dadeldhura,Far-Western,0.0,0.003,0.789053591790194,0.589,0.7447988904299584,0.0,0.0,Lowest
F-SET-70-003,Barchhen,Doti,Far-Western,0.0,0.006,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
C-JAN-21-051,Sukajor,Ramechhap,Central,0.015,0.004,0.6830102622576968,0.606,0.6920943134535368,0.06762295081967214,0.06831000000000001,Medium-Low
W-LUM-49-033,Karahiya,Rupandehi,Western,0.003,0.019000000000000003,0.7571265678449259,0.29500000000000004,0.521497919556172,0.06352459016393443,0.06286000000000001,Medium-Low
E-KOS-08-025,SankrantiBazar,Terhathum,Eastern,0.0,0.003,0.3888255416191562,0.504,0.44244105409153944,0.010245901639344263,0.01024,Lowest
E-SAG-14-003,Baraha,Udayapur,Eastern,0.0,0.003,0.15849486887115166,0.404,0.23300970873786403,0.01639344262295082,0.015490000000000002,Lowest
E-SAG-16-017,Bhawanipur,Siraha,Eastern,0.004,0.006,0.21550741163055875,0.797,0.5409153952843272,0.04713114754098361,0.046720000000000005,Low
C-JAN-20-003,Bahuntilpung,Sindhuli,Central,0.003,0.003,0.4583808437856329,0.655,0.5894590846047156,0.036885245901639344,0.03655,Low
F-SET-68-036,Patadewal,Bajhang,Far-Western,0.0,0.003,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
C-BAG-25-004,Bhattedanda,Lalitpur,Central,0.36200000000000004,0.002,0.8244013683010263,0.082,0.41470180305131765,0.14549180327868852,0.14476,Medium-High
C-BAG-27-044,Nayapati,Kathmandu,Central,0.133,0.007000000000000001,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.16598360655737707,0.16596,Medium-High
C-NAR-33-094,Sisahaniya,Bara,Central,0.010000000000000002,0.003,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.05737704918032788,0.056440000000000004,Low
F-SET-69-019,Darna,Achham,Far-Western,0.0,0.004,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
F-SET-71-007,Chaumala,Kailali,Far-Western,0.0,0.028000000000000004,0.3694412770809578,0.397,0.35644937586685166,0.0,0.0,Lowest
F-MAH-74-032,Kuwakot,Baitadi,Far-Western,0.0,0.006,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
M-RAP-53-031,Liwang,Rolpa,Mid-Western,0.0,0.011000000000000001,0.6921322690992018,0.674,0.7447988904299584,0.01434426229508197,0.01471,Lowest
F-MAH-72-013,Pipaladi,Kanchanpur,Far-Western,0.0,0.018,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
E-MEC-01-032,Phungling,Taplejung,Eastern,0.0,0.015,0.33637400228050174,0.303,0.27184466019417475,0.01639344262295082,0.016900000000000002,Lowest
W-GAN-36-008,Bhirkot,Gorkha,Western,0.30200000000000005,0.005000000000000001,0.6009122006841505,0.521,0.5839112343966713,0.20081967213114754,0.20152000000000003,High
M-BHE-61-003,Bhoor,Jajarkot,Mid-Western,0.0,0.006,0.8757126567844926,0.8460000000000001,0.9750346740638002,0.010245901639344263,0.01076,Lowest
C-BAG-27-021,Goldhunga,Kathmandu,Central,0.073,0.017,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.1762295081967213,0.17704,High
C-NAR-31-040,ShreepurChhatiwan,Makwanpur,Central,0.101,0.021,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.1987704918032787,0.19968,High
M-RAP-54-004,Baflikot,Rukum,Mid-Western,0.0,0.005000000000000001,0.6989737742303306,0.687,0.7586685159500692,0.010245901639344263,0.01117,Lowest
E-MEC-04-021,Gherabari,Jhapa,Eastern,0.0,0.007000000000000001,0.05017103762827824,0.16200000000000003,0.0,0.0,0.0,Lowest
E-MEC-04-029,Khudunabari,Jhapa,Eastern,0.0,0.015,0.05017103762827824,0.16200000000000003,0.0,0.0,0.0,Lowest
M-RAP-52-016,Dharmawati,Pyuthan,Mid-Western,0.0,0.005000000000000001,0.5940706955530217,0.532,0.5866851595006933,0.012295081967213115,0.01192,Lowest
F-MAH-74-036,Malladehi,Baitadi,Far-Western,0.0,0.004,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
M-RAP-56-021,Loharpani,Dang,Mid-Western,0.0,0.006,0.483466362599772,0.562,0.5395284327323161,0.012295081967213115,0.01234,Lowest
F-SET-69-043,Kushkot,Achham,Far-Western,0.0,0.005000000000000001,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
M-RAP-52-026,Kochiwang,Pyuthan,Mid-Western,0.0,0.004,0.5940706955530217,0.532,0.5866851595006933,0.010245901639344263,0.009500000000000001,Lowest
M-RAP-55-016,Jimali,Salyan,Mid-Western,0.0,0.004,0.5940706955530217,0.735,0.7267683772538142,0.00819672131147541,0.00821,Lowest
F-SET-69-044,Layati,Achham,Far-Western,0.0,0.003,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
C-BAG-29-003,Chilime,Rasuwa,Central,0.046000000000000006,0.001,0.4891676168757127,0.786,0.6990291262135923,0.07172131147540983,0.07198,Medium-Low
W-DHA-44-010,Bhoksing,Parbat,Western,0.0,0.001,0.6362599771949828,0.248,0.41608876560332864,0.010245901639344263,0.010750000000000001,Lowest
M-RAP-56-038,Tarigaun,Dang,Mid-Western,0.0,0.011000000000000001,0.483466362599772,0.562,0.5395284327323161,0.022540983606557378,0.022470000000000004,Lowest
W-LUM-50-010,Banskhaur,Kapilbastu,Western,0.002,0.010000000000000002,0.6465222348916762,0.664,0.710124826629681,0.045081967213114756,0.045630000000000004,Low
F-SET-69-055,Patalkot,Achham,Far-Western,0.0,0.003,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
W-DHA-44-004,Bajung,Parbat,Western,0.0,0.004,0.6362599771949828,0.248,0.41608876560332864,0.018442622950819672,0.01872,Lowest
C-JAN-19-058,LaxmipurKodraha,Sarlahi,Central,0.037,0.010000000000000002,0.346636259977195,0.835,0.6463245492371705,0.125,0.12539,Medium-High
W-DHA-43-032,RakhuBhagawati,Myagdi,Western,0.0,0.003,0.03762827822120868,0.269,0.06657420249653256,0.010245901639344263,0.01094,Lowest
M-KAR-64-016,Mugraha,Kalikot,Mid-Western,0.0,0.003,0.6510832383124288,0.876,0.8599167822468793,0.0,0.0,Lowest
W-GAN-40-043,Thumakodanda,Kaski,Western,0.005000000000000001,0.003,0.7149372862029648,0.0,0.2912621359223301,0.034836065573770496,0.035820000000000005,Low
M-KAR-63-015,KartikSwami,Jumla,Mid-Western,0.0,0.002,0.43101482326111745,0.781,0.6601941747572815,0.006147540983606557,0.006,Lowest
F-SET-69-013,Bindhyabasini,Achham,Far-Western,0.0,0.003,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
M-BHE-60-002,Badabhairab,Dailekh,Mid-Western,0.0,0.003,0.7457240592930445,0.759,0.8363384188626907,0.0,0.0,Lowest
E-KOS-07-005,Belhara,Dhankuta,Eastern,0.0,0.006,0.33067274800456103,0.338,0.2912621359223301,0.012295081967213115,0.01221,Lowest
C-BAG-30-031,Mulpani,Dhading,Central,0.15000000000000002,0.003,0.6442417331813,0.515,0.6061026352288488,0.13524590163934427,0.13597,Medium-High
C-NAR-33-043,Inarwasira,Bara,Central,0.014000000000000002,0.011000000000000001,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.09426229508196722,0.09343000000000001,Medium-Low
W-LUM-46-002,AmarArbathok,Gulmi,Western,0.0,0.002,0.6351197263397947,0.333,0.47434119278779474,0.01434426229508197,0.013370000000000002,Lowest
C-BAG-23-058,Sangachok,Sindhupalchok,Central,0.147,0.010000000000000002,0.6476624857468642,0.657,0.7059639389736476,0.2028688524590164,0.20287000000000002,High
C-JAN-17-041,GothKohelpur,Dhanusa,Central,0.009,0.004,0.41163055872291904,0.77,0.6407766990291262,0.05737704918032788,0.05691000000000001,Low
M-BHE-58-012,Jamuni,Bardiya,Mid-Western,0.0,0.012,0.395667046750285,0.48200000000000004,0.4313453536754508,0.0,0.0,Lowest
F-MAH-74-031,Kulau,Baitadi,Far-Western,0.0,0.003,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
E-MEC-01-029,Phakumba,Taplejung,Eastern,0.0,0.004,0.33637400228050174,0.303,0.27184466019417475,0.012295081967213115,0.01324,Lowest
E-SAG-13-013,Buipa,Khotang,Eastern,0.001,0.005000000000000001,0.43671607753705816,0.396,0.3966712898751734,0.026639344262295084,0.025690000000000004,Low
M-BHE-59-010,Chhinchu,Surkhet,Mid-Western,0.0,0.014000000000000002,0.5233751425313569,0.269,0.36199722607489604,0.010245901639344263,0.01114,Lowest
C-BAG-27-015,Daxinkali,Kathmandu,Central,0.273,0.005000000000000001,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.18237704918032788,0.18293,High
C-BAG-25-009,Chapagaun,Lalitpur,Central,0.258,0.017,0.8244013683010263,0.082,0.41470180305131765,0.2581967213114754,0.2584,High
M-RAP-54-018,Kankri,Rukum,Mid-Western,0.0,0.005000000000000001,0.6989737742303306,0.687,0.7586685159500692,0.012295081967213115,0.012180000000000002,Lowest
E-SAG-13-004,Badaka Diyale,Khotang,Eastern,0.0,0.003,0.43671607753705816,0.396,0.3966712898751734,0.012295081967213115,0.01321,Lowest
C-NAR-32-080,RajpurFarhadawa,Rautahat,Central,0.009,0.018,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.09836065573770492,0.09924,Medium-Low
W-LUM-48-072,Tilakpur,Nawalparasi,Western,0.005000000000000001,0.008,0.5062713797035348,0.351,0.40776699029126207,0.05327868852459017,0.05348000000000001,Low
E-KOS-05-023,Hasandaha,Morang,Eastern,0.001,0.012,0.44811858608893956,0.877,0.7364771151178917,0.03278688524590164,0.03332,Low
E-KOS-09-002,Bahrabise,Sankhuwasabha,Eastern,0.0,0.003,0.23261117445838086,0.523,0.36061026352288483,0.012295081967213115,0.01207,Lowest
C-JAN-21-001,BamtiBhandar,Ramechhap,Central,0.004,0.003,0.6830102622576968,0.606,0.6920943134535368,0.0430327868852459,0.04271,Low
C-NAR-32-050,Katahariya,Rautahat,Central,0.016,0.010000000000000002,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.09836065573770492,0.09827000000000001,Medium-Low
W-GAN-37-002,Bahundanda,Lamjung,Western,0.006,0.002,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.036885245901639344,0.03777,Low
C-BAG-28-028,Kalikahalde,Nuwakot,Central,0.11399999999999999,0.004,0.540478905359179,0.585,0.5908460471567267,0.1290983606557377,0.12901,Medium-High
E-KOS-05-042,Motipur,Morang,Eastern,0.001,0.005000000000000001,0.44811858608893956,0.877,0.7364771151178917,0.026639344262295084,0.026590000000000003,Low
W-DHA-42-005,Dhami,Mustang,Western,0.0,0.001,0.8882554161915621,0.36800000000000005,0.651872399445215,0.010245901639344263,0.00982,Lowest
W-GAN-40-038,Salyan,Kaski,Western,0.0,0.004,0.7149372862029648,0.0,0.2912621359223301,0.01639344262295082,0.017050000000000003,Lowest
C-JAN-18-077,Vagaha,Mahottari,Central,0.017,0.013000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.10860655737704919,0.10930000000000001,Medium-High
C-BAG-24-001,Anekot,Kavrepalanchok,Central,0.18400000000000002,0.007000000000000001,0.6031927023945267,0.331,0.4521497919556171,0.17827868852459017,0.17789,High
C-JAN-21-045,Ramechhap,Ramechhap,Central,0.028000000000000004,0.005000000000000001,0.6830102622576968,0.606,0.6920943134535368,0.09426229508196722,0.09533000000000001,Medium-Low
M-KAR-64-030,Thirpu,Kalikot,Mid-Western,0.0,0.005000000000000001,0.6510832383124288,0.876,0.8599167822468793,0.00819672131147541,0.007330000000000001,Lowest
M-BHE-60-043,Pipalkot,Dailekh,Mid-Western,0.0,0.003,0.7457240592930445,0.759,0.8363384188626907,0.0,0.0,Lowest
E-KOS-09-027,Siddhakali,Sankhuwasabha,Eastern,0.0,0.005000000000000001,0.23261117445838086,0.523,0.36061026352288483,0.012295081967213115,0.01299,Lowest
W-LUM-50-054,NandaNagar,Kapilbastu,Western,0.002,0.007000000000000001,0.6465222348916762,0.664,0.710124826629681,0.04098360655737705,0.04166,Low
C-JAN-19-084,Raniganj,Sarlahi,Central,0.045000000000000005,0.006,0.346636259977195,0.835,0.6463245492371705,0.11065573770491804,0.11152000000000001,Medium-High
C-NAR-34-044,Langadi,Parsa,Central,0.009,0.004,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.05327868852459017,0.05236,Low
W-GAN-37-052,Simpani,Lamjung,Western,0.004,0.003,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.036885245901639344,0.037930000000000005,Low
E-KOS-08-022,Pouthak,Terhathum,Eastern,0.0,0.002,0.3888255416191562,0.504,0.44244105409153944,0.010245901639344263,0.009550000000000001,Lowest
W-DHA-43-025,Muna,Myagdi,Western,0.0,0.002,0.03762827822120868,0.269,0.06657420249653256,0.00819672131147541,0.007620000000000001,Lowest
W-LUM-48-004,Badahara Dubauliya,Nawalparasi,Western,0.005000000000000001,0.008,0.5062713797035348,0.351,0.40776699029126207,0.05327868852459017,0.05392,Low
